Bait_full_name (and modifications, batch id)	Bait	Prey	Interaction_type	log2FC	pvalue	log2FC(noR_for_direct)	pvalue(noR_for_direct)	log2FC(R_for_direct)	pvalue(R_for_direct)	in_CORUM	CORUM_complex	in_Mentha	Mentha_score	in_HI	in_HIPPIE	HIPPIE_score	in_recY2H	recY2H_score	PPI_support	Life_cycle_step	bait_eclipped	prey_eclipped	Bait_targets_cnt	Prey_targets_cnt	shared_targets	Bait_main_location	Prey_main_location	Bait_main_location(nucl/cyto)	Prey_main_location(nucl/cyto)	Prey_is_RBP	Prey_HydRa_score	Prey_PSP_PScore	Bait_Disgenet_disease_#1	Bait_Disgenet_disease_#2	Prey_Disgenet_disease_#1	Prey_Disgenet_disease_#2	Prey_SAFE_localization	Prey_MMF_localization	Bait_SAFE_localization	Bait_MMF_localization	Prey_NMF_localization_2018
AGO2_new	AGO2	PNMA2	RNA shielded	4.75864369389826	0.0161946576971224	4.75864369389826	0.0161946576971224	4.75864369389826	0.0161946576971224	False		False		False	False		False		False		False	False				Cell Junctions;Nucleoplasm		nucleus		0.0	0.7827068395660675	0.24	Alcoholic Intoxication, Chronic	Myeloid Leukemia	Esophageal Achalasia	Monoclonal Gammopathy of Undetermined Significance			centrosome enriched, P-body enriched	centrosome	
AGO2_new	AGO2	PPARD	RNA shielded	4.49345702194824	0.0179559817928396	4.49345702194824	0.0179559817928396	4.49345702194824	0.0179559817928396	False		False		False	False		False		False		False	False				Cell Junctions;Nucleoplasm		nucleus		0.0	0.6807597736496052	1.35	Alcoholic Intoxication, Chronic	Myeloid Leukemia	Obesity	Steatohepatitis			centrosome enriched, P-body enriched	centrosome	
AGO2_new	AGO2	PRSS1	RNA shielded	1.80083338184856	0.0286085734280643	1.80083338184856	0.0286085734280643	1.80083338184856	0.0286085734280643	False		False		False	False		False		False		False	False				Cell Junctions;Nucleoplasm	Vesicles	nucleus	secretory	0.0	0.7684183614557083	1.58	Alcoholic Intoxication, Chronic	Myeloid Leukemia	Hereditary pancreatitis	Pancreatitis			centrosome enriched, P-body enriched	centrosome	
AGO2_new	AGO2	PRSS3P2	RNA shielded	2.77100900458611	0.0260312185054116	2.77100900458611	0.0260312185054116	2.77100900458611	0.0260312185054116	False		False		False	False		False		False		False	False				Cell Junctions;Nucleoplasm		nucleus		0.0	0.656901331303009	1.05	Alcoholic Intoxication, Chronic	Myeloid Leukemia	Pancreatitis, Alcoholic	Malignant neoplasm of breast			centrosome enriched, P-body enriched	centrosome	
AGO2_new	AGO2	PYCR1	RNA shielded	1.56958050958096	0.03403824400305	1.56958050958096	0.03403824400305	1.56958050958096	0.03403824400305	False		False		False	False		False		False		False	False				Cell Junctions;Nucleoplasm		nucleus		0.0	0.9805839256659232	-0.21	Alcoholic Intoxication, Chronic	Myeloid Leukemia	Cutis Laxa, Autosomal Recessive, Type IIB	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIIB	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	centrosome enriched, P-body enriched	centrosome	 mitochondrion
AGO2_new	AGO2	PYCR2	RNA shielded	2.51586104256371	0.0290112715141918	2.51586104256371	0.0290112715141918	2.51586104256371	0.0290112715141918	False		False		False	False		False		False		False	False				Cell Junctions;Nucleoplasm	Mitochondria	nucleus	cytoplasm	0.0	0.9118267453706432	-0.5	Alcoholic Intoxication, Chronic	Myeloid Leukemia	LEUKODYSTROPHY, HYPOMYELINATING, 10	Autosomal Recessive Primary Microcephaly	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	centrosome enriched, P-body enriched	centrosome	 mitochondrion
AGO2_new	AGO2	RPA1	RNA shielded	2.4662247030425	0.019859361066803	2.4662247030425	0.019859361066803	2.4662247030425	0.019859361066803	False		False		False	False		False		False		False	False				Cell Junctions;Nucleoplasm	Nucleoplasm	nucleus	nucleus	1.0	0.991587049230456	1.63	Alcoholic Intoxication, Chronic	Myeloid Leukemia	Chloracne	Malignant neoplasm of breast	chromatin, nucleoplasm	chromatin	centrosome enriched, P-body enriched	centrosome	
AGO2_new	AGO2	TRIM27	RNA shielded	3.50122398498145	0.0159525353928213	3.50122398498145	0.0159525353928213	3.50122398498145	0.0159525353928213	False		False		False	False		False		False		False	False				Cell Junctions;Nucleoplasm	Nucleoli	nucleus	nucleus	1.0	0.8963239704204458	1.51	Alcoholic Intoxication, Chronic	Myeloid Leukemia	Papillary thyroid carcinoma	Schizophrenia			centrosome enriched, P-body enriched	centrosome	 cytoskeleton
ALYREF	ALYREF	ALYREF	Direct	3.34659135861932	0.002820170653673	4.06232664529309	0.0033122870613756	3.34659135861932	0.002820170653673	True	Spliceosome,TREX complex,Exon junction complex,Exon junction complex,C complex spliceosome,Splicing-associated factors complex	True	0.332	False	True	0.85	False		True	export	False	False				Nuclear speckles	Nuclear speckles	nucleus	nucleus	1.0	1.0	3.34	HIV Coinfection	Amyotrophic Lateral Sclerosis	HIV Coinfection	Amyotrophic Lateral Sclerosis	chromatin, nucleoplasm	chromatin	chromatin, nucleoplasm	chromatin	 ribonucleoprotein complex
ALYREF	ALYREF	AURKAIP1	Direct	2.25846184018006	0.0082437842891951	1.57582829501789	0.0376311469831032	2.25846184018006	0.0082437842891951	False		False		False	False		False		False	export	False	False				Nuclear speckles	Mitochondria;Nucleoplasm	nucleus	nucleus&cytoplasm	0.0	0.9823071683587618	0.79	HIV Coinfection	Amyotrophic Lateral Sclerosis	No Disgenet record	No Disgenet record			chromatin, nucleoplasm	chromatin	
ALYREF	ALYREF	BRIX1	RNA shielded	2.13734927999333	0.0048684771561398	2.13734927999333	0.0048684771561398	2.13734927999333	0.0048684771561398	False		False		False	False		False		False	export	False	False				Nuclear speckles	Nucleoli	nucleus	nucleus	1.0	0.9984712359279933	-1.06	HIV Coinfection	Amyotrophic Lateral Sclerosis	No Disgenet record	No Disgenet record	no prediction	miscellaneous	chromatin, nucleoplasm	chromatin	 nucleolus
ALYREF	ALYREF	DDX24	RNA shielded	1.59124961042366	0.0038526274454818	1.59124961042366	0.0038526274454818	1.59124961042366	0.0038526274454818	False		False		False	False		False		False	export	False	True				Nuclear speckles	Cytosol;Nucleoli	nucleus	nucleus&cytoplasm	1.0	0.9995789473594324	0.94	HIV Coinfection	Amyotrophic Lateral Sclerosis	No Disgenet record	No Disgenet record	splicing speckles, nucleolus	nucleolus	chromatin, nucleoplasm	chromatin	 nucleolus
ALYREF	ALYREF	DHX30	RNA shielded	1.42529544828796	0.0082734089496971	1.42529544828796	0.0082734089496971	1.42529544828796	0.0082734089496971	False		False		False	False		False		False	export	False	True		349.0		Nuclear speckles	Mitochondria	nucleus	cytoplasm	1.0	0.9960724968287344	0.59	HIV Coinfection	Amyotrophic Lateral Sclerosis	NEURODEVELOPMENTAL DISORDER WITH SEVERE MOTOR IMPAIRMENT AND ABSENT LANGUAGE	Malignant neoplasm of prostate	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	chromatin, nucleoplasm	chromatin	 mitochondrion
ALYREF	ALYREF	DHX9	RNA shielded	2.73786578386138	0.0047544776325037	2.73786578386138	0.0047544776325037	2.73786578386138	0.0047544776325037	True	Spliceosome	True	0.081	False	True	0.49	False		True	export	False	False				Nuclear speckles	Nucleoplasm	nucleus	nucleus	1.0	0.996696920578018	8.96	HIV Coinfection	Amyotrophic Lateral Sclerosis	Influenza	Tuberculosis	paraspeckles	nuclear body	chromatin, nucleoplasm	chromatin	 ribonucleoprotein complex
ALYREF	ALYREF	EBNA1BP2	RNA shielded	1.92490897701387	0.0041197749997889	1.92490897701387	0.0041197749997889	1.92490897701387	0.0041197749997889	False		False		False	False		False		False	export	False	False				Nuclear speckles	Nucleoli	nucleus	nucleus	1.0	0.999258673884615	3.13	HIV Coinfection	Amyotrophic Lateral Sclerosis	Crohn Disease	Squamous cell carcinoma	splicing speckles, nucleolus	nucleolus	chromatin, nucleoplasm	chromatin	 nucleolus
ALYREF	ALYREF	FAU	RNA shielded	1.42606748909985	0.032761302399378	1.42606748909985	0.032761302399378	1.42606748909985	0.032761302399378	False		True	0.126	False	True	0.63	False		True	export	False	False				Nuclear speckles	Cytosol;Endoplasmic reticulum	nucleus	cytoplasm	1.0	0.9984534273001604		HIV Coinfection	Amyotrophic Lateral Sclerosis	Burkitt Lymphoma	Chronic Lymphocytic Leukemia			chromatin, nucleoplasm	chromatin	
ALYREF	ALYREF	FTSJ3	RNA shielded	1.83827281779654	0.0054126849049691	1.83827281779654	0.0054126849049691	1.83827281779654	0.0054126849049691	False		False		False	False		False		False	export	False	False				Nuclear speckles	Nucleoli	nucleus	nucleus	1.0	0.9996233290310992	2.31	HIV Coinfection	Amyotrophic Lateral Sclerosis	Guillain-Barre Syndrome	Hyperglycemia	splicing speckles, nucleolus	nucleolus	chromatin, nucleoplasm	chromatin	 nucleus
ALYREF	ALYREF	GTPBP4	RNA shielded	1.51496040715945	0.0070737357046753	1.51496040715945	0.0070737357046753	1.51496040715945	0.0070737357046753	False		False		False	False		False		False	export	False	False				Nuclear speckles	Nucleoli	nucleus	nucleus	1.0	0.999445989063524	1.57	HIV Coinfection	Amyotrophic Lateral Sclerosis	Kidney Failure, Chronic	Chronic kidney disease stage 5	no prediction	nucleolus	chromatin, nucleoplasm	chromatin	 nucleolus
ALYREF	ALYREF	MRPS5	Direct	1.70223345705114	0.0098306004039429	1.70223345705114	0.0098306004039429	1.52160350830956	0.0122829272525412	False		False		False	False		False		False	export	False	False				Nuclear speckles	Mitochondria	nucleus	cytoplasm	1.0	0.999421541250374	1.0	HIV Coinfection	Amyotrophic Lateral Sclerosis	Adenocarcinoma of lung (disorder)	Adult Liver Carcinoma	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	mitochondrial matrix	chromatin, nucleoplasm	chromatin	 mitochondrion
ALYREF	ALYREF	NCBP3	RNA shielded	2.49112649492143	0.0042873054379019	2.49112649492143	0.0042873054379019	2.49112649492143	0.0042873054379019	False		False		False	True	0.72	False		True	export	False	False				Nuclear speckles	Nuclear speckles	nucleus	nucleus	1.0	0.9990548191803345		HIV Coinfection	Amyotrophic Lateral Sclerosis	No Disgenet record	No Disgenet record	chromatin, nucleoplasm	nuclear body	chromatin, nucleoplasm	chromatin	 nucleus
ALYREF	ALYREF	NPM1	RNA mediated	2.67476476389988	0.0043222459179249	2.67476476389988	0.0043222459179249	2.67476476389988	0.0043222459179249	False		False		False	False		False		False	export	False	True		34.0		Nuclear speckles	Nucleoli	nucleus	nucleus	1.0	0.9969093566097696	0.26	HIV Coinfection	Amyotrophic Lateral Sclerosis	Leukemia, Myelocytic, Acute	Acute Promyelocytic Leukemia	splicing speckles, nucleolus	nucleolus	chromatin, nucleoplasm	chromatin	 nucleus
ALYREF	ALYREF	RBM34	RNA shielded	1.70172290259847	0.0078206787173928	1.70172290259847	0.0078206787173928	1.70172290259847	0.0078206787173928	False		True	0.081	False	True	0.49	False		True	export	False	False				Nuclear speckles	Nucleoli	nucleus	nucleus	1.0	1.0	1.45	HIV Coinfection	Amyotrophic Lateral Sclerosis	No Disgenet record	No Disgenet record	splicing speckles, nucleolus	nucleolus	chromatin, nucleoplasm	chromatin	 nucleolus
ALYREF	ALYREF	RPL10	RNA shielded	1.91525229013401	0.0089466163422647	1.91525229013401	0.0089466163422647	1.91525229013401	0.0089466163422647	False		True	0.236	False	True	0.72	False		True	export	False	False				Nuclear speckles	Cytosol;Endoplasmic reticulum	nucleus	cytoplasm	1.0	1.0	0.22	HIV Coinfection	Amyotrophic Lateral Sclerosis	MENTAL RETARDATION, X-LINKED, SYNDROMIC, 35	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	-	plasma membrane	chromatin, nucleoplasm	chromatin	
ALYREF	ALYREF	RPL10A	RNA mediated	2.27953333998426	0.0042199091358392	2.27953333998426	0.0042199091358392	2.27953333998426	0.0042199091358392	False		False		False	False		False		False	export	False	False				Nuclear speckles	Cytosol;Endoplasmic reticulum	nucleus	cytoplasm	1.0	0.9993822727052956	-0.49	HIV Coinfection	Amyotrophic Lateral Sclerosis	Adenocarcinoma of lung (disorder)	Anemia			chromatin, nucleoplasm	chromatin	 nucleolus
ALYREF	ALYREF	RPL11	RNA shielded	1.72107616158197	0.0120244834451442	1.72107616158197	0.0120244834451442	1.72107616158197	0.0120244834451442	False		False		False	False		False		False	export	False	False				Nuclear speckles	Vesicles	nucleus	secretory	1.0	0.9997136163508826	0.26	HIV Coinfection	Amyotrophic Lateral Sclerosis	Diamond-Blackfan Anemia 7	Anemia, Diamond-Blackfan	-	miscellaneous	chromatin, nucleoplasm	chromatin	 cytoplasmic ribonucleoprotein granule
ALYREF	ALYREF	RPL13	RNA shielded	2.19434183122572	0.0126878247280904	2.19434183122572	0.0126878247280904	2.19434183122572	0.0126878247280904	False		False		False	False		False		False	export	False	False				Nuclear speckles	Cytosol;Endoplasmic reticulum;Nucleoli	nucleus	nucleus&cytoplasm	1.0	1.0	-0.12	HIV Coinfection	Amyotrophic Lateral Sclerosis	Malignant neoplasm of stomach	Anemia, Diamond-Blackfan	-	miscellaneous	chromatin, nucleoplasm	chromatin	
ALYREF	ALYREF	RPL13A	RNA shielded	1.99673364739232	0.0079990376404952	1.99673364739232	0.0079990376404952	1.99673364739232	0.0079990376404952	False		False		False	False		False		False	export	False	False				Nuclear speckles	Cytosol;Nucleoli	nucleus	nucleus&cytoplasm	1.0	1.0	0.32	HIV Coinfection	Amyotrophic Lateral Sclerosis	Adenocarcinoma of lung (disorder)	Non-Small Cell Lung Carcinoma			chromatin, nucleoplasm	chromatin	
ALYREF	ALYREF	RPL14	RNA shielded	2.5323944801761	0.0056717272601585	2.5323944801761	0.0056717272601585	2.5323944801761	0.0056717272601585	False		False		False	False		False		False	export	False	False				Nuclear speckles	Cytosol;Endoplasmic reticulum	nucleus	cytoplasm	1.0	0.9992565649462812	1.35	HIV Coinfection	Amyotrophic Lateral Sclerosis	Renal Cell Carcinoma	Parkinson Disease	-	nucleolus	chromatin, nucleoplasm	chromatin	
ALYREF	ALYREF	RPL15	Direct	2.27854106427757	0.0158407140184164	2.27854106427757	0.0158407140184164	1.90769316250454	0.0270328872803701	False		False		False	False		False		False	export	False	False				Nuclear speckles		nucleus		1.0	0.9996852926531228	-0.63	HIV Coinfection	Amyotrophic Lateral Sclerosis	Anemia, Diamond-Blackfan	DIAMOND-BLACKFAN ANEMIA 12	spliceosomal complex I	miscellaneous	chromatin, nucleoplasm	chromatin	
ALYREF	ALYREF	RPL17;RPL17-C18orf32;RPL17;RPL17;RPL17	RNA shielded	1.73056396670719	0.0142623072898007	1.73056396670719	0.0142623072898007	1.73056396670719	0.0142623072898007	False		False		False	False		False		False	export	False	False				Nuclear speckles	Cytosol;Endoplasmic reticulum	nucleus	cytoplasm			-0.82	HIV Coinfection	Amyotrophic Lateral Sclerosis	No Disgenet record	No Disgenet record			chromatin, nucleoplasm	chromatin	
ALYREF	ALYREF	RPL18	Direct	1.83804955141353	0.024508317194017	1.83804955141353	0.024508317194017	1.70081058402647	0.0283772643569532	False		False		False	False		False		False	export	False	False				Nuclear speckles	Cytosol;Endoplasmic reticulum	nucleus	cytoplasm	1.0	0.9993907754571048	0.53	HIV Coinfection	Amyotrophic Lateral Sclerosis	Anemia, Diamond-Blackfan	Malignant neoplasm of stomach			chromatin, nucleoplasm	chromatin	
ALYREF	ALYREF	RPL18A	RNA shielded	1.92508201999382	0.0128243145133215	1.92508201999382	0.0128243145133215	1.92508201999382	0.0128243145133215	False		False		False	False		False		False	export	False	False				Nuclear speckles	Cytosol;Nucleoli	nucleus	nucleus&cytoplasm	1.0	0.9989617908310194	0.01	HIV Coinfection	Amyotrophic Lateral Sclerosis	Alcohol abuse	Peripheral T-Cell Lymphoma	-	miscellaneous	chromatin, nucleoplasm	chromatin	
ALYREF	ALYREF	RPL19	RNA shielded	1.95961684172469	0.0127224072046853	1.95961684172469	0.0127224072046853	1.95961684172469	0.0127224072046853	False		False		False	False		False		False	export	False	False				Nuclear speckles	Cytosol;Nucleoli	nucleus	nucleus&cytoplasm	1.0	0.9996252544709128	-0.64	HIV Coinfection	Amyotrophic Lateral Sclerosis	Anemia, Diamond-Blackfan	Malignant neoplasm of prostate			chromatin, nucleoplasm	chromatin	
ALYREF	ALYREF	RPL21	Direct	1.98016511670391	0.010103641545478	1.38097015871623	0.0465349281922702	1.98016511670391	0.010103641545478	False		False		False	False		False		False	export	False	False				Nuclear speckles	Cytosol;Endoplasmic reticulum;Nucleoli fibrillar center	nucleus	nucleus&cytoplasm	1.0	0.9998030870038972	2.72	HIV Coinfection	Amyotrophic Lateral Sclerosis	HYPOTRICHOSIS 12	Hypotrichosis	-	miscellaneous	chromatin, nucleoplasm	chromatin	
ALYREF	ALYREF	RPL22	Direct	1.78485045135067	0.0058135696960866	1.78485045135067	0.0058135696960866	1.66765211923145	0.0077475851241801	False		False		False	False		False		False	export	False	False				Nuclear speckles	Nucleoli	nucleus	nucleus	1.0	0.998946630697206		HIV Coinfection	Amyotrophic Lateral Sclerosis	Myelodysplasia	Non-Small Cell Lung Carcinoma	-	miscellaneous	chromatin, nucleoplasm	chromatin	
ALYREF	ALYREF	RPL23A	Direct	1.67316222504217	0.0088475412543005	1.47807728364666	0.022190641881499	1.67316222504217	0.0088475412543005	False		False		False	False		False		False	export	False	False				Nuclear speckles	Cytosol;Endoplasmic reticulum;Nucleoli fibrillar center	nucleus	nucleus&cytoplasm	1.0	0.9994831119862826	0.59	HIV Coinfection	Amyotrophic Lateral Sclerosis	Malignant neoplasm of breast	Parkinson Disease	no prediction	cytoplasmic ribonucleoprotein granule	chromatin, nucleoplasm	chromatin	
ALYREF	ALYREF	RPL24	RNA shielded	1.93441091790914	0.0069812333583702	1.93441091790914	0.0069812333583702	1.93441091790914	0.0069812333583702	False		False		False	False		False		False	export	False	False				Nuclear speckles	Cytosol;Endoplasmic reticulum	nucleus	cytoplasm	1.0	0.9996442156150248	1.59	HIV Coinfection	Amyotrophic Lateral Sclerosis	Gastrointestinal Stromal Sarcoma	Optic Atrophy	-	nuclear outer membrane-ER membrane network	chromatin, nucleoplasm	chromatin	
ALYREF	ALYREF	RPL26L1	RNA shielded	1.83762862197824	0.0165656929078219	1.83762862197824	0.0165656929078219	1.83762862197824	0.0165656929078219	False		True	0.236	False	True	0.63	False		True	export	False	False				Nuclear speckles	Cytosol;Endoplasmic reticulum	nucleus	cytoplasm	1.0	0.999451323465122	-0.31	HIV Coinfection	Amyotrophic Lateral Sclerosis	No Disgenet record	No Disgenet record			chromatin, nucleoplasm	chromatin	
ALYREF	ALYREF	RPL27	Direct	1.94941869823826	0.009562146794082	1.89759184990173	0.0124186971273364	1.94941869823826	0.009562146794082	False		False		False	False		False		False	export	False	False				Nuclear speckles		nucleus		1.0	1.0		HIV Coinfection	Amyotrophic Lateral Sclerosis	Anemia, Diamond-Blackfan	DIAMOND-BLACKFAN ANEMIA 16			chromatin, nucleoplasm	chromatin	 nucleolus
